object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,,,,,
'Vario,'1069060836306472960,02/12/2018 9:49,'social_media,'twitter,'status,'keyword,'Vario,'963045054511177728,'Biyyafn,'biya -bismillah pejuang segala hal-,'@rlthingy Vario,2,'http://pbs.twimg.com/profile_images/1068760118190256135/goTv7agO_normal.jpg,[],'https://twitter.com/statuses/1069060836306472960,'just an ordinary girl 00's pride here! i don't follow rp,this is CA. -di buat karna mau ngehaluin senior-,'1069058656686075905,'1562201468,,,"[{""id"":""\\""1562201468\\"""",""name"":""\\""rlthingy\\""""}]",100,0,0,0,,'armycaratHighblinkikonic,,"[""design"",""art"",""education"",""marketing""]",0,,,,'es,'id,,,,,,,,,,,,,
'Vario,'1069060570538622976,02/12/2018 9:47,'social_media,'twitter,'status,'keyword,'Vario,'1008024573944557568,'offszet,'ㅤㅤㅤ�?���?���?��ㅤㅤㅤ,'@rlthingy vario,2,'http://pbs.twimg.com/profile_images/1063039136292978688/emuBbU1y_normal.jpg,[],'https://twitter.com/statuses/1069060570538622976,,'1069058656686075905,'1562201468,,,"[{""id"":""\\""1562201468\\"""",""name"":""\\""rlthingy\\""""}]",80,0,0,0,,'🌈 allies ┊ 90s ㅤ✱ ༷ ㅤ kalo ngomong suka ngegas, padahal aslinya ga bermaksud gitu🙃,,[],0,,,,'es,'en,,,,,,,,,,,,,
'Vario,'1069059767102894080,02/12/2018 9:44,'social_media,'twitter,'status,'keyword,'Vario,'843782601659764737,'piscesucks,'�?�,'@rlthingy vario,2,'http://pbs.twimg.com/profile_images/1069060637651693568/j8VO3JAI_normal.jpg,[],'https://twitter.com/statuses/1069059767102894080,'kalo ini bio, kalo itu header.,'1069058656686075905,'1562201468,,,"[{""id"":""\\""1562201468\\"""",""name"":""\\""rlthingy\\""""}]",196,0,0,0,,'Bandung, Jawa Barat,,"[""game""]",0,'Indonesia,'Bandung,'Jawa Barat,'es,'en,,,,,,,,,,,,
'Vario,'1069058915365613568,02/12/2018 9:41,'social_media,'twitter,'status,'keyword,'Vario,'128527049,'retnotriarisma,'R,'@rlthingy Vario,2,'http://pbs.twimg.com/profile_images/1068042869091364864/yUrtNXSx_normal.jpg,[],'https://twitter.com/statuses/1069058915365613568,'Winter Is Coming,'1069058656686075905,'1562201468,,,"[{""id"":""\\""1562201468\\"""",""name"":""\\""rlthingy\\""""}]",810,0,0,0,,'Sleman, Yogyakarta,,"[""education""]",0,'Indonesia,'Sleman,'DI Yogyakarta,'es,'en,,,,,,,,,,,,,
'Vario,'1069058891583938562,02/12/2018 9:41,'social_media,'twitter,'status,'keyword,'Vario,'1067015059556061184,'bichnaneunbam,'Byeori �?�,'@rlthingy vario,2,'http://pbs.twimg.com/profile_images/1067098964514627584/KvduRzGc_normal.jpg,[],'https://twitter.com/statuses/1069058891583938562,'a chubby gurl who love Kpop & makeup | i love you BUT I LOVE MASCARA MORE THAN YOU | prefer use aku - kamu | Bisa dibilang ini akun suka - suka,'1069058656686075905,'1562201468,,,"[{""id"":""\\""1562201468\\"""",""name"":""\\""rlthingy\\""""}]",55,0,0,0,,'CA ,,"[""entertainment"",""marketing""]",0,,,,'es,'en,,,,,,,,,,,,,,
'Vario,'1069058703767138304,02/12/2018 9:40,'social_media,'twitter,'status,'keyword,'Vario,'2371533432,'freshsamgyetang,'n y l a 🌊,'@rlthingy Vario,2,'http://pbs.twimg.com/profile_images/1065921151048679425/_hDoJAVo_normal.jpg,[],'https://twitter.com/statuses/1069058703767138304,'IQ, ee dan humor sama sama jongkok.,'1069058656686075905,'1562201468,,,"[{""id"":""\\""1562201468\\"""",""name"":""\\""rlthingy\\""""}]",1174,0,0,0,,'Nowhere,,"[""psychology""]",0,,,,'es,'en,,,,,,,,,,,,,
'Vario,'1069062595804508161,02/12/2018 9:55,'social_media,'twitter,'status,'keyword,'Vario,'1022029427411230720,'jalja_rye,'rye�?�,'@rlthingy vario 110,2,'http://pbs.twimg.com/profile_images/1064188585463570432/WAALpff4_normal.jpg,[],'https://twitter.com/statuses/1069062595804508161,'akun gabut buat rep base | kalo follow ga bakal difollback juga, maap.,'1069058656686075905,'1562201468,,,"[{""id"":""\\""1562201468\\"""",""name"":""\\""rlthingy\\""""}]",9,0,0,0,,'Central Borneo, Indonesia,,[],0,,,,'es,'en,,,,,,,,,,,,
'Vario,'1069061706515537922,02/12/2018 9:52,'social_media,'twitter,'status,'keyword,'Vario,'356695695,'BYE_Anggi,'Anggita C Jasmeen,'@rlthingy Vario 125,2,'http://pbs.twimg.com/profile_images/1058355134176972800/qRhDrv5l_normal.jpg,[],'https://twitter.com/statuses/1069061706515537922,'ig giaxoo ✨,'1069058656686075905,'1562201468,,,"[{""id"":""\\""1562201468\\"""",""name"":""\\""rlthingy\\""""}]",635,0,0,0,,,'female,[],0,,,,'es,'en,,,,,,,,,,,,,,
'Vario,'1070274870515138560,05/12/2018 18:13,'social_media,'twitter,'status,'keyword,'Vario,'1078584026,'anbarawrz,'�??��?�?�?���?���?���?���?��,'@rlthingy Vario aja 😂,2,'http://pbs.twimg.com/profile_images/1065951812103024640/oKyDk_H4_normal.jpg,[],'https://twitter.com/statuses/1070274870515138560,'70% bacot. sisanya? suka - suka 💃 tl mu akan berisi komentar ku yang tidak bermutu 💃,'1070274168170541056,'1562201468,,,"[{""id"":""\\""1562201468\\"""",""name"":""\\""rlthingy\\""""}]",908,0,0,0,,'Indonesia,,[],0,,,,'es,'id,,,,,,,,,,,,,,
'Vario,'1069065800764481541,02/12/2018 10:08,'social_media,'twitter,'status,'keyword,'Vario,'1036959779384524801,'hiraethsyani,'bola,'@rlthingy Vario lah andalanque,2,'http://pbs.twimg.com/profile_images/1067811641675247616/Wpn3JSKi_normal.jpg,[],'https://twitter.com/statuses/1069065800764481541,'pindah kesini soalnya CA berisik | @BTS_twt,'1069058656686075905,'1562201468,,,"[{""id"":""\\""1562201468\\"""",""name"":""\\""rlthingy\\""""}]",213,0,0,0,,'Jawa Timur, Indonesia,,[],0,,,,'in,'en,,,,,,,,,,,,,
'vario,'1069062310444974082,02/12/2018 9:54,'social_media,'twitter,'status,'keyword,'vario,'1051150814167744513,'thatgonebad,'goodgirl,'@rlthingy vario!! motor aku ganteng bgtt,2,'http://pbs.twimg.com/profile_images/1066919422995001344/fMnIXJhT_normal.jpg,[],'https://twitter.com/statuses/1069062310444974082,'kl lo ngerasa kenal gw pls diem aja gausah blg gw, gw mau merasa aman di twitter tq. OKAY YOU CAN CALL ME CIA. // NSFW sometimes.,'1069058656686075905,'1562201468,,,"[{""id"":""\\""1562201468\\"""",""name"":""\\""rlthingy\\""""}]",51,0,0,0,,'Indonesia,,"[""technology""]",0,,,,'in,'en,,,,,,,,,,,,,
Yamaha Indonesia,'1079363197080035328,30/12/2018 20:06,'social_media,'twitter,'status,'account,'57904133,'87154951,'adebashir,'abas,'@RockersPantura @ferrykoto @YamahaIndonesia Idenya keren Kang �?�?.  Semoga semua yg terlibat kehidupan a berlimpah berkah �?. Khusus Kang @RockersPantura ,-1, sakinah mawaddah wa rahmah �?,2,'http://pbs.twimg.com/profile_images/1076282169960452096/ofHOHfqk_normal.jpg,[],'https://twitter.com/statuses/1079363197080035328,'farmer wannabe,'1079294544099794944,'383712645,,,"[{""id"":""\\""383712645\\"""",""name"":""\\""RockersPantura\\""""},{""id"":""\\""24893875\\"""",""name"":""\\""ferrykoto\\""""},{""id"":""\\""57904133\\"""",""name"":""\\""YamahaIndonesia\\""""},{""id"":""\\""383712645\\"""",""name"":""\\""RockersPantura\\""""}]",1118,1,0,0,,,,,[],1,,,,'in,,,,,,,,,,,,
Yamaha Indonesia,'1079419661094027264,30/12/2018 23:51,'social_media,'twitter,'status,'account,'57904133,'1006385112089485312,'SyifaZ6,'Syifa.Z🖕🇲🇨,'@RockersPantura @RinjaniJB @YamahaIndonesia Mantap.�?,2,'http://pbs.twimg.com/profile_images/1022800461101858816/_Be3Jn1u_normal.jpg,[],'https://twitter.com/statuses/1079419661094027264,'ILAAHI ANTA MAQSHUUDII WA RIDHOOKA MATHLUUBII A'THIINI MAHABBATAKA WA MA'RIFATA.🖕,'1079294544099794944,'383712645,,,"[{""id"":""\\""383712645\\"""",""name"":""\\""RockersPantura\\""""},{""id"":""\\""2274438248\\"""",""name"":""\\""RinjaniJB\\""""},{""id"":""\\""57904133\\"""",""name"":""\\""YamahaIndonesia\\""""}]",1111,1,0,0,,,'Indonesia,,"[""fashion""]",1,,,,'in,,,,,,,,,,,,,,
Yamaha Indonesia,'1079347754545995776,30/12/2018 19:05,'social_media,'twitter,'status,'account,'57904133,'1038720348722589697,'Rudi93527706,'Rudi,'@RockersPantura @YamahaIndonesia Keren nih caranya,-1,2,'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,[],'https://twitter.com/statuses/1079347754545995776,,'1079294544099794944,'383712645,,,"[{""id"":""\\""383712645\\"""",""name"":""\\""RockersPantura\\""""},{""id"":""\\""57904133\\"""",""name"":""\\""YamahaIndonesia\\""""}]",18,0,0,0,,,,'male,[],0,,,,'in,,,,,,,,,,,,,
Yamaha Indonesia,'1079389062568366082,30/12/2018 21:49,'social_media,'twitter,'status,'account,'57904133,'1382390220,'mscendani,'Sekar #HOK1,'@RockersPantura @YamahaIndonesia Ooohh kirain sampe jalan raya,-1, kapan ngajaki aku?,2,'http://pbs.twimg.com/profile_images/1079282946639507456/LeWmHzxu_normal.jpg,[],'https://twitter.com/statuses/1079389062568366082,'#Kandaters | #Booklovers | IG: @muntamah_sekar | @averna_mv | Owner and founder Pondok @maoscendani Kediri  | 💞 Persik Kediri | Selebihnya wanita biasa |,'1079388564973019136,'383712645,,,"[{""id"":""\\""383712645\\"""",""name"":""\\""RockersPantura\\""""},{""id"":""\\""57904133\\"""",""name"":""\\""YamahaIndonesia\\""""}]",3409,1,0,0,,,'Yuen Long District, Hong Kong,'female,"[""technology"",""entertainment"",""journalism"",""sports"",""book""]",1,,,,'in,,,,,,,,,,,
Yamaha Indonesia,'1079338464988938241,30/12/2018 18:28,'social_media,'twitter,'status,'account,'57904133,'576755999,'bengkeldodo,'FRANSISKUS widodo,'@RockersPantura @YamahaIndonesia Sumpah keren mas ..... �?�?�?�?�?,2,'http://pbs.twimg.com/profile_images/1064245952263778304/ViidE5vi_normal.jpg,[],'https://twitter.com/statuses/1079338464988938241,'sosial media management                               ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤㅤ                           https://t.co/9Xno6Nbgbnㅤㅤ ㅤㅤㅤㅤㅤㅤㅤㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ,'1079294544099794944,'383712645,,,"[{""id"":""\\""383712645\\"""",""name"":""\\""RockersPantura\\""""},{""id"":""\\""57904133\\"""",""name"":""\\""YamahaIndonesia\\""""}]",14357,1,0,0,,,,'male,"[""technology""]",1,,,,'in,,,,,,,,,,,,,,
XL Axiata Tbk,'1069426070716203009,03/12/2018 10:00,'social_media,'twitter,'status,'account,'711842070080544770,'754555174190845952,'dompetcerdas,'farida,'@rohmahkr_07 @XLAxiata_Tbk bagus ya,2,'http://pbs.twimg.com/profile_images/921599112775999488/t7Ep0rQI_normal.jpg,[],'https://twitter.com/statuses/1069426070716203009,'Lifestyle & Mom Blogger Member of Blogger Perempuan, KEB & Blogger Crony,'1068643512139210752,'826241800046206977,,,"[{""id"":""\\""826241800046206977\\"""",""name"":""\\""rohmahkr_07\\""""},{""id"":""\\""711842070080544770\\"""",""name"":""\\""XLAxiata_Tbk\\""""}]",1176,0,0,0,,'Semarang,'female,"[""automotive"",""design""]",0,'Indonesia,'Semarang,'Jawa Tengah,'in,'en,,,,,,,,,,,,,
XL Axiata Tbk,'1069438067474223104,03/12/2018 10:47,'social_media,'twitter,'status,'account,'711842070080544770,'754555174190845952,'dompetcerdas,'farida,'@rohmahkr_07 @XLAxiata_Tbk keren!,2,'http://pbs.twimg.com/profile_images/921599112775999488/t7Ep0rQI_normal.jpg,[],'https://twitter.com/statuses/1069438067474223104,'Lifestyle & Mom Blogger Member of Blogger Perempuan, KEB & Blogger Crony,'1067910945035304960,'826241800046206977,,,"[{""id"":""\\""826241800046206977\\"""",""name"":""\\""rohmahkr_07\\""""},{""id"":""\\""711842070080544770\\"""",""name"":""\\""XLAxiata_Tbk\\""""}]",1176,0,0,0,,'Semarang,'female,"[""automotive"",""design""]",0,'Indonesia,'Semarang,'Jawa Tengah,'hu,'en,,,,,,,,,,,,,
'tri,'1069591724719108102,03/12/2018 20:58,'social_media,'twitter,'status,'keyword,'tri,'104715580,'Aynee_Min,'💜Aynee Min(민서�?�)💜,'@rosafbrn Akhire pake tri,-1,yo walo harus beberapa kali isi ulang kuota selama sebulan,,senggak2nya lancar lah 😅😅,aku ganti karna g bisa buka fancafe 😂,2,'http://pbs.twimg.com/profile_images/1046344473028964352/HrGO4dsi_normal.jpg,[],'https://twitter.com/statuses/1069591724719108102,'Love myself, Love your self, Peace 💜- SUGA See no evil, hear no evil, speak no evil 😉 Spring_Fever 😊😊,'1069591143501856768,'273792420,,,"[{""id"":""\\""273792420\\"""",""name"":""\\""rosafbrn\\""""}]",22,0,0,0,,'MALANG - INDONESIA,,"[""game"",""marketing""]",0,'Indonesia,'Malang,'Jawa Timur,'in,'id,,,,,
'Indosat,'1068708396071677952,01/12/2018 10:28,'social_media,'twitter,'status,'keyword,'Indosat,'44295934,'rahardianaditya,'rahardian aditya,'@SobatHAPE Gw pake promo pasca bayar indosat 6 bulan yg perbulan dapet 30gb lancar jaya di 4 bulan terakhir ini..youtube buat anak2 lancar...standby Wa lancar..area pasar minggu.,2,'http://pbs.twimg.com/profile_images/895766870539632640/zt3r37zG_normal.jpg,[],'https://twitter.com/statuses/1068708396071677952,'agama yang diridhai Allah adalah Islam..Sunnah LOVER... “Dan, Allah mencintai orang-orang yang sabar�?. [Ali Imran.146),'1068484266193899520,'2299524572,,,"[{""id"":""\\""2299524572\\"""",""name"":""\\""SobatHAPE\\""""}]",327,0,0,0,,'jogja,'male,"[""technology"",""religious""]",0,,,,'in,'en,,,,,,,,,,,,,
XL Axiata Tbk,'1069429865064030208,03/12/2018 10:15,'social_media,'twitter,'status,'account,'711842070080544770,'754555174190845952,'dompetcerdas,'farida,'@SusanSmashBlast @XLAxiata_Tbk mantap,2,'http://pbs.twimg.com/profile_images/921599112775999488/t7Ep0rQI_normal.jpg,[],'https://twitter.com/statuses/1069429865064030208,'Lifestyle & Mom Blogger Member of Blogger Perempuan, KEB & Blogger Crony,'1068457404591890432,'531880087,,,"[{""id"":""\\""531880087\\"""",""name"":""\\""SusanSmashBlast\\""""},{""id"":""\\""711842070080544770\\"""",""name"":""\\""XLAxiata_Tbk\\""""}]",1176,0,0,0,,'Semarang,'female,"[""automotive"",""design""]",0,'Indonesia,'Semarang,'Jawa Tengah,'in,'en,,,,,,,,,,,,,
'vario,'1069895714065412097,04/12/2018 17:06,'social_media,'twitter,'status,'keyword,'vario,'1066143612210077697,'airenetha,'🌸,'@tanya2rl lebi milih vario,-1, nmax empuk si tapi kelebaran, pegel ngangkangnya (ini posisi yg di bonceng),2,'http://pbs.twimg.com/profile_images/1069616974949310465/AEBMtU9q_normal.jpg,[],'https://twitter.com/statuses/1069895714065412097,'love ur self💚 . . life must go on�?�,'1069894140568076288,'2372004222,,,"[{""id"":""2372004222"",""name"":""tanya2rl""}]",27,0,0,0,,'+62,,[],0,,,,'in,'en,,,,,,,,,,,
Telkomsel,'1069344940726018048,03/12/2018 4:37,'social_media,'twitter,'status,'account,'255409050,'1066342892929609730,'dnielle__,'Dan,'@tanya2rl Telkomsel bagus2 aja,2,'http://pbs.twimg.com/profile_images/1069041376073932803/pQRxzNbp_normal.jpg,[],'https://twitter.com/statuses/1069344940726018048,'cyber account cenah,'1069341713355796485,'2372004222,,,"[{""id"":""\\""2372004222\\"""",""name"":""\\""tanya2rl\\""""}]",13,0,0,0,,,,"[""economy""]",0,,,,'in,'en,,,,,,,,,,,,,,
'vario,'1069895705530064897,04/12/2018 17:06,'social_media,'twitter,'status,'keyword,'vario,'1066639152144252928,'404rider__,'UNKNOWN,'@tanya2rl Vario lah,-1, orang pake motor buat ngirit waktu tapi malah boros waktu. Karna banyak rider yg arogan, rider nmax yg lain kdng suka disangka arogan juga. Dimusuhin rider lain dah termasuk gue wkwkwk,2,'http://pbs.twimg.com/profile_images/1068469681856536577/Qhs4ek_y_normal.jpg,[],'https://twitter.com/statuses/1069895705530064897,'STARNAY crew || Maeil mwo hae? Eodiya? Babeun? Jal ja Baby, jagi, yeobo bogo sipeo Da bujileopseo gausah sambil nyanyi,'1069894140568076288,'2372004222,,,"[{""id"":""2372004222"",""name"":""tanya2rl""}]",5,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,
'vario,'1069905615244288001,04/12/2018 17:45,'social_media,'twitter,'status,'keyword,'vario,'977323087417901057,'oshandyo,'-,'@tanya2rl Vario wkwk,2,'http://pbs.twimg.com/profile_images/1069722112137383937/D_RKpJ1m_normal.jpg,[],'https://twitter.com/statuses/1069905615244288001,'random acc.,'1069894140568076288,'2372004222,,,"[{""id"":""2372004222"",""name"":""tanya2rl""}]",299,0,0,0,,'+62,,[],0,,,,'in,'en,,,,,,,,,,,,,,
'vario,'1069894521360605184,04/12/2018 17:01,'social_media,'twitter,'status,'keyword,'vario,'867015211462479872,'giventchy,'�?�,'@tanya2rl Vario yang berapa cc? Kalo yang 150,-1,2,'http://pbs.twimg.com/profile_images/1069247212352241664/OrAgyzu9_normal.jpg,[],'https://twitter.com/statuses/1069894521360605184,'Someday.,'1069894140568076288,'2372004222,,,"[{""id"":""2372004222"",""name"":""tanya2rl""}]",64,0,0,0,,'O8.,,[],0,,,,'in,'en,,,,,,,,,,,,,
'vario,'1069894498845487104,04/12/2018 17:01,'social_media,'twitter,'status,'keyword,'vario,'2955975192,'jerkinside,'ᴀᴇʟ.,'@tanya2rl Vario. Bcs nmax gede bgt wkwk,2,'http://pbs.twimg.com/profile_images/1069391189575589893/4EqoB29S_normal.jpg,[],'https://twitter.com/statuses/1069894498845487104,'�?���?���?���?���?�?�?���?���?���?���?��'�?�� - �?���?���?���?���?���?���?�� - �?���?���?�?�?���?���?���?�?�?�?�?���?�� - �?���?���?�?�?�?�?���?��,'1069894140568076288,'2372004222,,,"[{""id"":""2372004222"",""name"":""tanya2rl""}]",194,0,0,0,,'ca/pa,,[],0,,,,'in,'en,,,,,,,,,,,,,,
'xl,'1069444499871424512,03/12/2018 11:13,'social_media,'twitter,'status,'keyword,'xl,'888686184,'Anggiwlndr,'Anggi,'@tanya2rl Xl beli paketnya di indomaret murah,2,'http://pbs.twimg.com/profile_images/1025765559130963969/16iDH2tv_normal.jpg,[],'https://twitter.com/statuses/1069444499871424512,'Assalamualaikum📣,'1069442391294136320,'2372004222,,,"[{""id"":""\\""2372004222\\"""",""name"":""\\""tanya2rl\\""""}]",523,0,0,0,,,'female,"[""technology"",""health""]",0,,,,'in,'en,,,,,,,,,,,,,,
Telkomsel,'1069209357110272005,02/12/2018 19:39,'social_media,'twitter,'status,'account,'255409050,'1540460605,'m45dh4r,'M45DH4R,'@TelkomCare @Telkomsel Oke,-1,2,'http://pbs.twimg.com/profile_images/517664192417902592/gFZtlZRZ_normal.jpeg,[],'https://twitter.com/statuses/1069209357110272005,,'1069209229448241152,'155409802,,,"[{""id"":""\\""155409802\\"""",""name"":""\\""TelkomCare\\""""},{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",30,0,0,0,,,,[],0,,,,'en,'id,,,,,,,,,,,,,
Telkomsel,'1068860292363300864,01/12/2018 20:32,'social_media,'twitter,'status,'account,'255409050,'76968778,'Ihya_u,'Ihya ulumudin,'@Telkomsel Mantap.. terima kasih atas konfirmasinya.. paket sdh diterima dengan baik. Semoga kedepan lancar..selalu.. amien..,2,'http://pbs.twimg.com/profile_images/740799599150026752/pnDEz-VX_normal.jpg,[],'https://twitter.com/statuses/1068860292363300864,,'1068151793396285441,'255409050,,,"[{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",51,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,
Telkomsel,'1069087658435993600,02/12/2018 11:35,'social_media,'twitter,'status,'account,'255409050,'250946161,'RiendyAndhika,'DHIKA,'@Telkomsel Oh gitu ya,-1,2,'http://pbs.twimg.com/profile_images/499258652352475136/QxrIBX6U_normal.jpeg,[],'https://twitter.com/statuses/1069087658435993600,'92' 👦 - ISTJ 👓 - PC Gamer 🎮💻 - Coffee ☕ - Pluviophile ☔ - VIP 👑 - GGMU 😈- ελπίδα 😇,'1069086347229446149,'255409050,,,"[{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",257,0,0,0,,'©Bandung™,'male,"[""technology"",""game""]",0,'Indonesia,'Bandung,'Jawa Barat,'in,'en,,,,,,,,,,,,,
Telkomsel,'1069451308904501248,03/12/2018 11:40,'social_media,'twitter,'status,'account,'255409050,'969512143165902848,'KannoHikari,'_(:3 �?∠)_,'@Telkomsel Oh gitu ya. Oke min makasih~,2,'http://pbs.twimg.com/profile_images/1067485983988310016/9aD8HlBj_normal.jpg,[],'https://twitter.com/statuses/1069451308904501248,'A girl with a very-weird-but-normal-attitude。A girl with a very-negative-but-positive-mind。A girl with a very-pure-but-dirty-heart。 よ�?�?��??�?(゜-^*)/,'1069398778979868672,'255409050,,,"[{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",190,0,0,0,,'Di jurang kesibukan,,"[""technology"",""art"",""education"",""game""]",0,,,,'in,'en,,,,,,,,,,,,,,
Telkomsel,'1068685202619133958,01/12/2018 8:56,'social_media,'twitter,'status,'account,'255409050,'71759774,'haneyeah,'Haney,'@Telkomsel Oke baiqlah~ Terimakasih ),2,'http://pbs.twimg.com/profile_images/1022103738054393856/yJgQD4Xo_normal.jpg,[],'https://twitter.com/statuses/1068685202619133958,,'1068682207617703936,'255409050,,,"[{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",554,0,0,0,,'INA/UK ,,[],0,,,,'in,'id,,,,,,,,,,,,,,
Telkomsel,'1069641964553814016,04/12/2018 0:18,'social_media,'twitter,'status,'account,'255409050,'375325439,'ardhanyrm,'anak anak,'@Telkomsel oke min makasih infonya,2,'http://pbs.twimg.com/profile_images/1066851402884907008/609oGdUN_normal.jpg,[],'https://twitter.com/statuses/1069641964553814016,'anak anak,'1069641772140118016,'255409050,,,"[{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",240,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,,,,,,,
Telkomsel,'1069005991184748544,02/12/2018 6:11,'social_media,'twitter,'status,'account,'255409050,'325978035,'GoTweet__,'Argo Lumaksana,'@Telkomsel Oke minn maaciw 🤸,2,'http://pbs.twimg.com/profile_images/1045356896897495040/nDMLSzo__normal.jpg,[],'https://twitter.com/statuses/1069005991184748544,'wong elek! ojo di follow!,'1069005663940993024,'255409050,,,"[{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",523,0,0,0,,'Tulungagung,,[],0,'Indonesia,'Tulungagung,'Jawa Timur,'hi,'id,,,,,,,,,,,,,,
Telkomsel,'1068805195889430529,01/12/2018 16:53,'social_media,'twitter,'status,'account,'255409050,'1058928609295925249,'Bariah06885421,'Bariah25,'@Telkomsel Oke terima kasih informasinya,2,'http://pbs.twimg.com/profile_images/1058929314865995776/NDl2pYrl_normal.jpg,[],'https://twitter.com/statuses/1068805195889430529,'Barabai,'1068802984698503168,'255409050,,,"[{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",1,0,0,0,,'Kalimantan Selatan,,"[""technology""]",0,,,,'in,'en,,,,,,,,,,,,,,
Telkomsel,'1068810436009590784,01/12/2018 17:14,'social_media,'twitter,'status,'account,'255409050,'1058928609295925249,'Bariah06885421,'Bariah25,'@Telkomsel Oke terimakasih,2,'http://pbs.twimg.com/profile_images/1058929314865995776/NDl2pYrl_normal.jpg,[],'https://twitter.com/statuses/1068810436009590784,'Barabai,'1068809082977435648,'255409050,,,"[{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",1,0,0,0,,'Kalimantan Selatan,,"[""technology""]",0,,,,'in,'en,,,,,,,,,,,,,,
Telkomsel,'1069200246977118209,02/12/2018 19:02,'social_media,'twitter,'status,'account,'255409050,'1516524001,'febritiaraa,'febritiara,'@Telkomsel oke terimakasih,-1,2,'http://pbs.twimg.com/profile_images/949612258459570176/yKzatHpa_normal.jpg,[],'https://twitter.com/statuses/1069200246977118209,'cameron dallas�?,'1069199176217423872,'255409050,,,"[{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",185,0,0,0,,'Neverland,,[],0,,,,'in,'en-gb,,,,,,,,,,,,,
Telkomsel,'1069737632282726400,04/12/2018 6:38,'social_media,'twitter,'status,'account,'255409050,'33462322,'dhiin,'Dini,'@Telkomsel Oke thank you.. soalnya beda nama jafi bingung.. thank you once again atas penjelasannya ..,2,'http://pbs.twimg.com/profile_images/919231722004258816/aAhPXZWr_normal.jpg,[],'https://twitter.com/statuses/1069737632282726400,,'1069737204283392000,'255409050,,,"[{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",979,0,0,0,,'지디's 마�?� ,'female,[],0,,,,'in,'en,,,,,,,,,,,,,,
Telkomsel,'1068886083725778944,01/12/2018 22:14,'social_media,'twitter,'status,'account,'255409050,'984057841,'byiongari,'Ici,'@Telkomsel Oke. Terimakasih banyak🙂,2,'http://pbs.twimg.com/profile_images/1058905613948792832/HITmsJ57_normal.jpg,[],'https://twitter.com/statuses/1068886083725778944,'(ca/fa/pa) mulfan at its best | spread love not hate. stay savage but don't hurt. | doakan skripsiku lancar yorobundul,'1068885903022579712,'255409050,,,"[{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",119,0,0,0,,'Bali - Jakarta,,"[""religious"",""education"",""game"",""marketing""]",0,,,,'in,'en,,,,,,,,,,,,,,
Telkomsel,'1069473590695747584,03/12/2018 13:09,'social_media,'twitter,'status,'account,'255409050,'1068938958246043649,'EddieAsmara,'Eddie Purwanto Asmara,'@Telkomsel Sip.. telkomsel makin mantap aja,2,'http://pbs.twimg.com/profile_images/1068940749431951360/q-GI2CjP_normal.jpg,[],'https://twitter.com/statuses/1069473590695747584,'You know my name. not my fucking story| New Account,'1069456194585059328,'255409050,,,"[{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",1,0,0,0,,'Bone, Sulawesi Selatan,'male,"[""economy""]",0,'Indonesia,'Bone,'Sulawesi Selatan,'in,'en,,,,,,,,,,,,,
Telkomsel,'1069559124478717953,03/12/2018 18:49,'social_media,'twitter,'status,'account,'255409050,'91427692,'NA008_,'A R D I,'@Telkomsel Tenang,-1,2,'http://pbs.twimg.com/profile_images/1048261180693696512/LiOQRr5b_normal.jpg,[],'https://twitter.com/statuses/1069559124478717953,'Warganet.,'1069556334150901760,'255409050,,,"[{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",1267,0,0,0,,'Nomaden,,[],0,,,,'in,'en,,,,,,,,,,,,,
