object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,
'Longsor,'1069638825264070657,04/12/2018 0:05,'social_media,'twitter,'status,'keyword,'Longsor,'2556741811,'aseporens12,'Pemaen Cadangan 👻👊,'RT @Satu_Arema: Dulu dengan sombongnya tereak2 PUCUK ADEm PUCUK ADEM  GILIRAN LONGSOR TEREAK MAFIAAA wkwkwkwkwkwkwkwkwkwkkw Bobotol~,0,0,'http://pbs.twimg.com/profile_images/1068129381153824768/ZQNBIy3x_normal.jpg,[],'https://twitter.com/statuses/1069638825264070657,'want to be a better person than before, & always support @Persija_Jkt Forever.,,,'1069594984708329473,'3324598088,"[{""id"":""\\""3324598088\\"""",""name"":""\\""Satu_Arema\\""""}]",266,0,0,0,,'Padang,Jakarta,Tangerang ,,"[""journalism"",""sports""]",0,'Indonesia,'Padang,'Sumatera Barat,'in,'id,,,,,
'Longsor,'1069638846294323200,04/12/2018 0:05,'social_media,'twitter,'status,'keyword,'Longsor,'2778977449,'ArifSeptian24,'Arif Septian,'RT @Satu_Arema: Dulu dengan sombongnya tereak2 PUCUK ADEm PUCUK ADEM  GILIRAN LONGSOR TEREAK MAFIAAA wkwkwkwkwkwkwkwkwkwkkw Bobotol~,0,0,'http://pbs.twimg.com/profile_images/1063840799199191040/oJXO2kqu_normal.jpg,[],'https://twitter.com/statuses/1069638846294323200,'jakmania curug agung subkorwil @Jak_Srengseng - Sektor 4 - @Bfc08 - fans @officialbondan @fade2black_rap - @ac.milan and @persija_jkt. @jipersuinjkt,,,'1069594984708329473,'3324598088,"[{""id"":""\\""3324598088\\"""",""name"":""\\""Satu_Arema\\""""}]",296,0,0,0,,'depok - bogor,'male,"[""journalism"",""education"",""sports""]",0,'Indonesia,'Bogor,'Jawa Barat,'in,'id,,,,,,,,
'Longsor,'1069638862664740865,04/12/2018 0:05,'social_media,'twitter,'status,'keyword,'Longsor,'3135073273,'firmankka,'(B)ang (F)irman,'RT @Satu_Arema: Dulu dengan sombongnya tereak2 PUCUK ADEm PUCUK ADEM  GILIRAN LONGSOR TEREAK MAFIAAA wkwkwkwkwkwkwkwkwkwkkw Bobotol~,0,0,'http://pbs.twimg.com/profile_images/1065414138384412672/XANKTYqT_normal.jpg,[],'https://twitter.com/statuses/1069638862664740865,'Dirancang untuk mendukung PERSIJA JAKARTA sampai titik darah terakhir..!!,,,'1069594984708329473,'3324598088,"[{""id"":""\\""3324598088\\"""",""name"":""\\""Satu_Arema\\""""}]",957,0,0,0,,'SOUTH OF JAKARTA,,"[""technology"",""journalism"",""design"",""art"",""sports""]",0,,,,'in,'id,,,,,,,,
'Longsor,'1069641164972670982,04/12/2018 0:15,'social_media,'twitter,'status,'keyword,'Longsor,'89229680,'geniustommy,'LupaCaraBuatGoal,'RT @Satu_Arema: Dulu dengan sombongnya tereak2 PUCUK ADEm PUCUK ADEM  GILIRAN LONGSOR TEREAK MAFIAAA wkwkwkwkwkwkwkwkwkwkkw Bobotol~,0,0,'http://pbs.twimg.com/profile_images/891420852234756098/c0zs0pIm_normal.jpg,[],'https://twitter.com/statuses/1069641164972670982,'Awaydays my Travelling,,,'1069594984708329473,'3324598088,"[{""id"":""\\""3324598088\\"""",""name"":""\\""Satu_Arema\\""""}]",249,0,0,0,,'Tenggarong - Tangerang,,"[""travel""]",0,'Indonesia,'Tangerang,'Banten,'in,'id,,,,,,,,
'Longsor,'1069641744126361600,04/12/2018 0:17,'social_media,'twitter,'status,'keyword,'Longsor,'1014448420474400768,'ahmadya73938216,'AHYA.,'RT @Satu_Arema: Dulu dengan sombongnya tereak2 PUCUK ADEm PUCUK ADEM  GILIRAN LONGSOR TEREAK MAFIAAA wkwkwkwkwkwkwkwkwkwkkw Bobotol~,0,0,'http://pbs.twimg.com/profile_images/1045052302694862848/leIuPWf7_normal.jpg,[],'https://twitter.com/statuses/1069641744126361600,,,,'1069594984708329473,'3324598088,"[{""id"":""\\""3324598088\\"""",""name"":""\\""Satu_Arema\\""""}]",7,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,
'Longsor,'1069639295219056654,04/12/2018 0:07,'social_media,'twitter,'status,'keyword,'Longsor,'345680163,'dianleica,'Dian Savitri,'RT @Sutopo_PN: Masyarakat di Jawa Barat yang tinggal di daerah rawan longsor dihimbau untuk selalu waspada dari ancaman longsor pada Desemb…,0,'http://pbs.twimg.com/profile_images/1060107182245433344/kWmDQKgS_normal.jpg,[],'https://twitter.com/statuses/1069639295219056654,'lovely mom with photography hobbies | leica | Proud to be Indonesian | http://fineart-portugal.com/author/3363/di… | Empress of Dancing Light | #iMdonesia,,,'1069156280462270464,'381870160,"[{""id"":""\\""381870160\\"""",""name"":""\\""Sutopo_PN\\""""}]",214,0,0,0,,'indonesia,'female,"[""photography"",""politic"",""art"",""health"",""game"",""marketing""]",0,,,,'in,'en,,,,,,,,,
'Longsor,'1069639263359123460,04/12/2018 0:07,'social_media,'twitter,'status,'keyword,'Longsor,'345680163,'dianleica,'Dian Savitri,'RT @Sutopo_PN: Masyarakat Jawa Tengah yang tinggal di daerah bahaya tinggi dari longsor (warna merah)  dihimbau meningkatkan kewaspadaannya…,0,0,'http://pbs.twimg.com/profile_images/1060107182245433344/kWmDQKgS_normal.jpg,[],'https://twitter.com/statuses/1069639263359123460,'lovely mom with photography hobbies | leica | Proud to be Indonesian | http://fineart-portugal.com/author/3363/di… | Empress of Dancing Light | #iMdonesia,,,'1069157741116063744,'381870160,"[{""id"":""\\""381870160\\"""",""name"":""\\""Sutopo_PN\\""""}]",214,0,0,0,,'indonesia,'female,"[""photography"",""politic"",""art"",""health"",""game"",""marketing""]",0,,,,'in,'en,,,,,,,,
'Gempa,'1069642860411011072,04/12/2018 0:21,'social_media,'twitter,'status,'keyword,'Gempa,'2213427392,'febrianitaine,'inecabyan🌻,'RT @Whyhidayat____: Selain gempa  senyummu juga dapat merobohkan serta memporak-porandakan imanku.,0,0,'http://pbs.twimg.com/profile_images/1061935623257317376/kkJjGJLA_normal.jpg,[],'https://twitter.com/statuses/1069642860411011072,'Aku sudah bersahabat dengan kesedihan.,,,'1069225174950506496,'346667127,"[{""id"":""\\""346667127\\"""",""name"":""\\""Whyhidayat____\\""""}]",451,0,0,0,,'Cakung, Indonesia,,[],0,,,,'in,'id,,,,,,,
'Longsor,'1069642474753323009,04/12/2018 0:20,'social_media,'twitter,'status,'keyword,'Longsor,'2940674450,'tobasatudotcom,'tobasatu.com,'Satu Korban Bencana Tanah Longsor di Karo  Dimakamkan di Namo Rih https://t.co/3jtaFVvRi0,0,0,'http://pbs.twimg.com/profile_images/548471411300245504/r-tRL-3B_normal.png,[],'https://twitter.com/statuses/1069642474753323009,,,,,,[],164,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,
'Gempa,'1069642738872737792,04/12/2018 0:21,'social_media,'twitter,'status,'keyword,'Gempa,'1026964295463002112,'PahangYouth,'Pahang Youth Channel,'Tahniah Nur Hazwani Mohd Hanafiah berjaya yang mengumpulkan sumbangan orang ramai untuk membeli bekas air yang akan disumbangkan kepada mangsa Gempa di Lombok Utara. https://t.co/12yZl4ea4o,0,'http://pbs.twimg.com/profile_images/1026990145113743360/w8bdpVIi_normal.jpg,"[""http://pbs.twimg.com/media/DtgiZQQUwAAza5F.jpg""]",'https://twitter.com/statuses/1069642738872737792,'Journalists News Sport Travel Business Foods,,,,,[],16,0,0,0,,'Kuantan, Pahang,,"[""automotive"",""journalism"",""travel"",""economy""]",0,,,,'in,'en,,,,,,,,
'Tambang,'1069638565150277633,04/12/2018 0:04,'social_media,'twitter,'status,'keyword,'Tambang,'68484674,'Bless4Hell,'Bless4Hell,'Tambang Liring sisa yang ini ya nggak tau Yang kemarin kenapa bisa diblok mungkin karena keterangannya terlalu vulgar intinya ini untuk harta tahta wanita cuman ini lebih arahnya ke #pelet… https://t.co/Z9IZ26Znyw,0,'http://pbs.twimg.com/profile_images/573474635913678848/G9yJ9reN_normal.jpeg,[],https://twitter.com/statuses/1069638565150277633,'Magus Lord Bless Demonlogy,,,,,[],88,0,0,0,,'Jakarta,,"[""education""]",0,,,,'in,'en,,,,,,,,,
'Longsor,'1069641524512604160,04/12/2018 0:16,'social_media,'twitter,'status,'keyword,'Longsor,'1055871117703794688,'daraleony,'Dara Leony,'Tiang Listrik Roboh di Hantam Longsor https://t.co/dy6JfZrBv7,0,'http://pbs.twimg.com/profile_images/1055877105781747713/aypOA5Vn_normal.jpg,[],'https://twitter.com/statuses/1069641524512604160,'Sendiriku tak berarti sepi, diamku tak berarti sunyi. Mungkin mereka saja yang tak mengerti, karena inilah caraku memantaskan diri.,,,,,[],1621,0,0,0,,'Muara,'female,"[""art"",""fashion""]",0,,,,'in,'id,,,,,,,
'Longsor,'1069642728005222407,04/12/2018 0:21,'social_media,'twitter,'status,'keyword,'Longsor,'947022332,'VionettaRafeill,'Vionetta Rafeilla,'Tiang Listrik Roboh di Hantam Longsor https://t.co/hFAQwqQQI9,0,'http://pbs.twimg.com/profile_images/1055938758795767810/_BljnrrS_normal.jpg,[],'https://twitter.com/statuses/1069642728005222407,'Dipenghujung lelahku, kudapati senyummu sebagai penyemangatku,,,,,[],1636,0,0,0,,'DKI Jakarta, Indonesia,,"[""technology"",""fashion"",""education""]",0,,,,'in,'id,,,,,,,
'Longsor,'1069639879372337152,04/12/2018 0:09,'social_media,'twitter,'status,'keyword,'Longsor,'1049379442164781056,'SashaVeronica3,'Sasha Veronica,'Tiang Listrik Roboh di Hantam Longsor https://t.co/KQzwezsqDv,0,'http://pbs.twimg.com/profile_images/1057526988544589824/v6GkxbBw_normal.jpg,[],'https://twitter.com/statuses/1069639879372337152,'You can never quit. Winners never quit, and quitters never win.,,,,,[],1147,0,0,0,,'Indonesia,'female,"[""education""]",0,,,,'in,'id,,,,,,,,
'Longsor,'1069638533269209094,04/12/2018 0:04,'social_media,'twitter,'status,'keyword,'Longsor,'1048235214839803905,'monalestari14,'monalestari,'Tiang Listrik Roboh di Hantam Longsor https://t.co/q9XtrP4uFu,0,'http://pbs.twimg.com/profile_images/1048235302173589504/iEe2dFVF_normal.jpg,[],'https://twitter.com/statuses/1069638533269209094,'The journey of a thousand miles begins with one step.,,,,,[],1373,0,0,0,,'Indonesia,,"[""education""]",0,,,,'in,'id,,,,,,,,,
'Longsor,'1069637582043004932,04/12/2018 0:00,'social_media,'twitter,'status,'keyword,'Longsor,'1048196279333842948,'robertrasidin,'robertrasidin,'Tiang Listrik Roboh di Hantam Longsor https://t.co/wAZvy5l3Pb,0,'http://pbs.twimg.com/profile_images/1057636573888503810/gbse0c2b_normal.jpg,[],'https://twitter.com/statuses/1069637582043004932,'Sedikit sekali orang yang memiliki hartanya sendiri. Hartalah yang memiliki mereka!!!,,,,,[],1367,0,0,0,,'Sematang Borang, Indonesia,,"[""art"",""education""]",0,,,,'in,'id,,,,,,,,
'Longsor,'1069640884025647104,04/12/2018 0:13,'social_media,'twitter,'status,'keyword,'Longsor,'1055915863012913152,'MichaelaPrisily,'Michaela Prisily,'Tiang Listrik Roboh di Hantam Longsor https://t.co/Z4T4cB0V8S,0,'http://pbs.twimg.com/profile_images/1057533138530959360/8FRqehQZ_normal.jpg,[],'https://twitter.com/statuses/1069640884025647104,'Mencintai itu butuh tenaga, jangan buang tenaga untuk berlari dan menyerah,,,,,[],1449,0,0,0,,'Jakarta Selatan, DKI Jakarta,,"[""technology"",""sports""]",0,'Indonesia,'Jakarta Selatan,'DKI Jakarta,'in,'id,,,,,,,
'nissan,'1070377603180187651,06/12/2018 1:01,'social_media,'twitter,'status,'keyword,'nissan,'1055002295216283648,'cdo_NET,'Cochedeocasion.NET 100K,'#FelizMiercoles #5deDiciembre NISSAN Micra 5p 1.2G 80 CV ACENTA 5p https://t.co/E7PHnRc6kr #followme #motor  #automocion  #comprarcoche #vendercoche #CochesdeOcasion #VO #KilometroCero #CochesBaratos #FeriadelAutomovilValencia #FelizNavidad #FeriadelAutomovil,0,'http://pbs.twimg.com/profile_images/1055002409074917376/MUmVmjh3_normal.png,[],https://twitter.com/statuses/1070377603180187651,'Portal de anuncios vehiculos de ocasion y kilometro cero en toda España. Publicar en nuestro portal es GRATIS y sera asi PARA SIEMPRE. Siguenos y te seguiremos.,,,,,[],1029,0,0,0,,'Valencia, España,,[],0,,,,'in,'es,,,,,,,,
'nissan,'1070593765394538496,06/12/2018 15:20,'social_media,'twitter,'status,'keyword,'nissan,'1055002295216283648,'cdo_NET,'Cochedeocasion.NET 100K,'#FelizPuente #6deDiciembre NISSAN Micra 5p 1.2G 80 CV ACENTA 5p https://t.co/E7PHnRc6kr #followme #motor  #automocion  #comprarcoche #vendercoche #CochesdeOcasion #VO #KilometroCero #CochesBaratos #FeriadelAutomovilValencia #FelizNavidad #FeriadelAutomovil #FERIAVALENCIA,0,'http://pbs.twimg.com/profile_images/1055002409074917376/MUmVmjh3_normal.png,[],https://twitter.com/statuses/1070593765394538496,'Portal de anuncios vehiculos de ocasion y kilometro cero en toda España. Publicar en nuestro portal es GRATIS y sera asi PARA SIEMPRE. Siguenos y te seguiremos.,,,,,[],1029,0,0,0,,'Valencia, España,,[],0,,,,'in,'es,,,,,,,,
'nissan,'1070528469900058624,06/12/2018 11:00,'social_media,'twitter,'status,'keyword,'nissan,'80543284,'detikoto,'detikoto,'#MostPopular Nissan-Mitsubishi Indonesia Tidak Terganggu dengan Kasus Korupsi Ghosn https://t.co/fboOxfY8GC,0,'http://pbs.twimg.com/profile_images/1876427030/detikOto_normal.jpg,[],'https://twitter.com/statuses/1070528469900058624,'Akun resmi situs berita Otomotif http://t.co/2VUljL5nw2 Contact: redaksi@detikoto.com | promosi@detik.com Facebook fan page: http://t.co/zEH9Dxexag,,,,,[],144702,0,0,0,,'ÜT: -6.311655,106.753334,,[],0,,,,'in,'en,,,,,,,,
'nissan,'1070376310848012289,06/12/2018 0:56,'social_media,'twitter,'status,'keyword,'nissan,'582759042,'Autosports_Diva,'Autosports Diva,'#Nissan Nissan Caravan Camping https://t.co/7zYjwKmx6e,0,'http://pbs.twimg.com/profile_images/378800000213468042/75383a2d34b24a04d5ddb8180a64f534_normal.jpeg,"[""http://pbs.twimg.com/tweet_video_thumb/C836SOUXgAAfxMQ.jpg""]",'https://twitter.com/statuses/1070376310848012289,'I love auto sports and my two babies - Chewy and Harley :) Follow me - I follow back!,,,,,[],29482,0,1,0,,'San Francisco, CA,,[],0,,,,'in,'en,,,,,,,,
'nissanindonesia,'1928052543676350431_2208093939,06/12/2018 9:03,'social_media,'instagram,'media,'keyword,'nissanindonesia,'nissandatsuncinere,'nissandatsuncinere,'nissandatsuncinere,'#Repost from @nissanid with @regram.app ... Bahkan dengan kecepatan maksimum sekalipun  suara dari mesin Nisan Terra akan tereduksi dengan keunggulan Excellent NVH,0, sehingga kekedapan di dalam kabin akan sangat terasa. Tidak hanya itu dengan kekuatan mesin 190ps, menjadikan Nissan Terra mobil terbaik dikelasnya.  untuk test drive tlp ke 0217541155 atau wa 089644409356 #NissanIndonesia #nissan cinere #Nissancinere  #terra  #salesnissan  #salesnissancinere  #limo  #depokterkini  #NissanTerraIndonesia #nisssangrandlivina  #NissanSerena  #NissanIntellegencymobility,0,,"[""https://scontent.cdninstagram.com/vp/10d9586118773bc1ce8bb95de66490ff/5CA18A34/t51.2885-15/sh0.08/e35/s640x640/46361544_2219668254946955_6635352588300829145_n.jpg""]",https://www.instagram.com/nissandatsuncinere/p/BrB0ZK-Hf_f/,,,,,,[],0,0,11,0,,,,[],0,,,,,,,,,,,
'nissan,'1070494412424134656,06/12/2018 8:45,'social_media,'twitter,'status,'keyword,'nissan,'585454088,'Rezaadigunaa,'ElRumi,'@detikcom Nissan xpander highway ultimate mungkin hmm,0,'http://pbs.twimg.com/profile_images/1039799860231163905/p5JQb8rI_normal.jpg,[],'https://twitter.com/statuses/1070494412424134656,'follow boleh ninggalin jangan.,'1070493935590625280,'69183155,,,"[{""id"":""69183155"",""name"":""detikcom""}]",584,0,0,0,,'Klaten, Jawa Tengah,,[],0,,,,'tl,'id,,,,,,,,
'nissan,'1070593952691163138,06/12/2018 15:21,'social_media,'twitter,'status,'keyword,'nissan,'2956398233,'macmacs,'MACMACS,'@ItzzRexx Nissan GTR mate,0,'http://pbs.twimg.com/profile_images/1047594329127182343/58ivEexu_normal.jpg,[],https://twitter.com/statuses/1070593952691163138,'500K+ Subscribers. Member of @KarnageClan Buisness Inquiries: macmacsyt@hotmail.com,'1070575145562058752,'1057198004963328000,,,"[{""id"":""1057198004963328000"",""name"":""ItzzRexx""}]",4289,0,1,0,,,,[],0,,,,'in,'en-gb,,,,,,,,,
'nissan,'1070644740830445568,06/12/2018 18:42,'social_media,'twitter,'status,'keyword,'nissan,'907851129295339521,'atrizCJ,'Ciijay 🔫,'@MendiolaLj Nissan GTR R34,0,'http://pbs.twimg.com/profile_images/1067892447718645780/WXmoP-iI_normal.jpg,[],'https://twitter.com/statuses/1070644740830445568,'focus on  yourself first  and the rest  will come,'1070484890028818433,'3135156414,,,"[{""id"":""3135156414"",""name"":""MendiolaLj""}]",406,0,2,0,,'Lungsod ng Kabankalan, Rehiyon,,[],0,,,,'in,'en,,,,,,,,
'nissan,'1070595877553680386,06/12/2018 15:28,'social_media,'twitter,'status,'keyword,'nissan,'569178016,'ObeyMarks,'🥃,'@My_Nigga19 Naa Nissan GTR 🤤,0,'http://pbs.twimg.com/profile_images/1034312158241218560/o3tX18Uy_normal.jpg,[],https://twitter.com/statuses/1070595877553680386,,'1070595715707981824,'1429661300,,,"[{""id"":""1429661300"",""name"":""My_Nigga19""}]",416,0,3,0,,,,[],0,,,,'in,'en,,,,,,,,,
'nissan,'1070490625793961984,06/12/2018 8:30,'social_media,'twitter,'status,'keyword,'nissan,'1334335603,'spghot,'SPG HOT,'@null Carlos Ghosn Bermasalah  Nissan Rasa Xpander Jalan Terus Kasus korupsi yang dila  https://t.co/9khynl4WeM,0,0,'http://pbs.twimg.com/profile_images/973869636402868225/ZGL3C5qR_normal.jpg,[],'https://twitter.com/statuses/1070490625793961984,'difollow ya,,'3562471,,,"[{""id"":""3562471"",""name"":""null""}]",111,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,
'nissan,'1070473016763510784,06/12/2018 7:20,'social_media,'twitter,'status,'keyword,'nissan,'1334335603,'spghot,'SPG HOT,'@null Nissan-Mitsubishi Indonesia Tidak Terganggu dengan Kasus Korupsi Ghosn  Kasus ko  https://t.co/ImNBRUYkmj,0,'http://pbs.twimg.com/profile_images/973869636402868225/ZGL3C5qR_normal.jpg,[],'https://twitter.com/statuses/1070473016763510784,'difollow ya,,'3562471,,,"[{""id"":""3562471"",""name"":""null""}]",111,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,
'nissan,'1070556095205130241,06/12/2018 12:50,'social_media,'twitter,'status,'keyword,'nissan,'1424488200,'fakeyeoja,'Yomut,'@null Rencana Peluncuran Xpander Versi Nissan Terus Dikebut Nissan-Mitsubishi tak terp  https://t.co/52w7uKJFFC,0,'http://pbs.twimg.com/profile_images/1055105599934001155/lR02uVhg_normal.jpg,[],'https://twitter.com/statuses/1070556095205130241,'《 ˗�?ˋ ♡ ˎˊ˗ Parody of Yoona SNSD | 90L 》,,'3562471,,,"[{""id"":""3562471"",""name"":""null""}]",9745,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,,
'nissan,'1070556040201101312,06/12/2018 12:50,'social_media,'twitter,'status,'keyword,'nissan,'1914057648,'bmmbmm,'Bam Serep,'@null Rencana Peluncuran Xpander Versi Nissan Terus Dikebut Nissan-Mitsubishi tak terp  https://t.co/8a4qkq73d4,0,'http://pbs.twimg.com/profile_images/984327879830851584/0bwsR0HL_normal.jpg,[],'https://twitter.com/statuses/1070556040201101312,'︴Parody of Kunpimook Bhuwakul / Bambam Got7︴〔calon pemulung sukses〕,,'3562471,,,"[{""id"":""3562471"",""name"":""null""}]",7734,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,
'nissan,'1070556040066809856,06/12/2018 12:50,'social_media,'twitter,'status,'keyword,'nissan,'2962738556,'berkelamin,'Amber linu,'@null Rencana Peluncuran Xpander Versi Nissan Terus Dikebut Nissan-Mitsubishi tak terp  https://t.co/wH58qDK4Hc,0,'http://pbs.twimg.com/profile_images/1057128084875309056/msSycYzy_normal.jpg,[],https://twitter.com/statuses/1070556040066809856,'『Amber josephine liu (劉逸雲)       ↳  ᑭᗩᖇOᗪY �?,,'3562471,,,"[{""id"":""3562471"",""name"":""null""}]",3972,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,,
'nissan,'1070427742997528576,06/12/2018 4:20,'social_media,'twitter,'status,'keyword,'nissan,'2695311941,'franalmarza07,'Almarza 🇪🇸,'@RealGomezRM @diosflorentino @Nissan_ESP Harry Kane,0,'http://pbs.twimg.com/profile_images/887340334648369152/EidqfF5X_normal.jpg,[],'https://twitter.com/statuses/1070427742997528576,'EL C�?NCER DE ESPAÑA, LA ENVIDIA. EL DEPORTE NACIONAL, EL COTILLEO. ABSTENERSE SOCIATAS Y ROJELIOS. SI ME QUERÉINN, IRSENN. NADA SIN @lezabrod,'1069254865275125760,'1129097383,,,"[{""id"":""1129097383"",""name"":""RealGomezRM""},{""id"":""1352860728"",""name"":""diosflorentino""},{""id"":""291745825"",""name"":""Nissan_ESP""}]",1491,0,0,0,,'I LOVE ESPAÑA    🇪🇸,,[],0,,,,'in,'es,,,,,,
'nissanindonesia,'1928066212904234059_6110505681,06/12/2018 9:30,'social_media,'instagram,'media,'keyword,'nissanindonesia,'ovan_nissanpekanbaru,'ovan_nissanpekanbaru,'ovan_nissanpekanbaru,'@Regran_ed from @carmudiid -  #CarStory 5 bintang untuk Nissan Terra di uji tabrak ASEAN NCAP. Selamat @nissanid More Info : OVAN NISSAN DATSUN ☎�? 0852 1599 5500 . #carmudi #carmudiindonesia #carmudian #nissan #terra #nissanterra #nissanterra #nissanindonesia #nissanid #nissanmotorsid #nissanmotors #suv #nissanusa #aseanncap #tabrakan #kecelakaan #tabrak #ujitabrak #testabrak #safety - #regrann  @ovan_nissanpekanbaru,0,,"[""https://scontent.cdninstagram.com/vp/1b37043241409ffaca512031b741197b/5CA2EA55/t51.2885-15/sh0.08/e35/s640x640/47155668_385043605572714_6619140676728099920_n.jpg""]",'https://www.instagram.com/p/BrB3gFbluxL/,,,,,,[],0,0,15,0,,,,[],0,,,,,,,,,,,,,,
'nissan,'1070412856879910912,06/12/2018 3:21,'social_media,'twitter,'status,'keyword,'nissan,'2964278164,'Angeles3510M,'Reina Wikinga Carla,'@RMadridIsco @RMadridSports @Nissan_ESP MBAPPE sin duda,0,'http://pbs.twimg.com/profile_images/1064677868620455936/mwGo1Nam_normal.jpg,[],'https://twitter.com/statuses/1070412856879910912,'Amo al Real Madrid mi idolo ZIDANE NO DM 🚫fan Yankees ⚾ y Patriots�?�,'1068164538376351746,'962840767,,,"[{""id"":""962840767"",""name"":""RMadridIsco""},{""id"":""2229173823"",""name"":""RMadridSports""},{""id"":""291745825"",""name"":""Nissan_ESP""}]",8672,0,0,0,,'Nueva York, USA 🇺🇸,,[],0,,,,'in,'es,,,,,,,,
'nissan,'1070476013203832833,06/12/2018 7:32,'social_media,'twitter,'status,'keyword,'nissan,'995738819398905856,'ftblOran,'Oran 🇮🇪,'@TopTrent Nissan GTR for me �?👌,0,'http://pbs.twimg.com/profile_images/1063423237500088320/D1xM_hSn_normal.jpg,[],https://twitter.com/statuses/1070476013203832833,'Follow Back FT// Like Merchant// Liverpool Premier League champions 2018/2019,'1070475635502575616,'1618392337,,,"[{""id"":""1618392337"",""name"":""TopTrent""}]",1171,0,1,0,,'Amy//Sam//Ben//Guy,,[],0,,,,'in,'en,,,,,,,,,
'nissan,'1070451698370535425,06/12/2018 5:55,'social_media,'twitter,'status,'keyword,'nissan,'2739380397,'DhmhtrhsAD,'james AD,'@yeezybusta Nissan gtr r34,0,'http://pbs.twimg.com/profile_images/806053160443932672/G_gbWio9_normal.jpg,[],'https://twitter.com/statuses/1070451698370535425,,'1070381386182287360,'4563910874,,,"[{""id"":""4563910874"",""name"":""yeezybusta""}]",0,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,
'nissanindonesia,'1928071135474065398_1651946086,06/12/2018 9:42,'social_media,'instagram,'media,'keyword,'nissanindonesia,'dimasderiwd,'dimasderiwd,'dimasderiwd,'[...] Open indent  NISSAN TERRA 2.5L Harga : E MT 4X2 :  482.000.000 E AT 4X2 :  508.000.000 VL AT 4X2 :  533.000.000 VL AT 4X4 :  679.000.000 •Free jasa service sparepart sd. 50.000km/4th •Free Nissan Genuine Accessories (periode 2-31 Agustus 2018) - Rear Lamp Finisher - Head Lamp Finisher - Back Door Finisher - Luggage Kicking Plate TUNGGU APA LAGI  MILIKI SEGERA MOBIL NISSAN IMPIAN ANDA Ready stock NISSAN NIK 2017 More info & Testdrive : 0896 6965 0043 #Nissan #Nissanterraindonesia #Nissanid #Nissandatsun #Nissanindonesia #Nissansuv #SUVHeritage #Nissanmotorsport #nissaninfinity #nismo #autonetmagz #automotive #newcar #lifestyle ,0,0,,"[""https://scontent.cdninstagram.com/vp/f873ef4ecfe5776669b4a07c104504d9/5C0BBEC8/t51.2885-15/e35/46549400_2013301435382687_2770271168129486461_n.jpg?_nc_ht=scontent.cdninstagram.com""]",'https://www.instagram.com/p/BrB4nt7nZ_2/,,,,,,[],0,0,30,0,,,,[],0,,,,,,,,,,,,,
'nissan,'1070366046450790400,06/12/2018 0:15,'social_media,'twitter,'status,'keyword,'nissan,'930992315933499392,'AbangdaK,'abangda,'[HOT] The Car Nissan GT R NISMO 2015: https://t.co/gLJuqj5NKU melalui @YouTube,0,'http://pbs.twimg.com/profile_images/933901463532724224/U71s7GZb_normal.jpg,[],'https://twitter.com/statuses/1070366046450790400,'santai dan pasti,,,,,"[{""id"":""10228272"",""name"":""YouTube""}]",8,0,0,0,,'Nangro Aceh Darussalam, Indone,,[],0,,,,'in,'en,,,,,,,,
'nissan,'1070465724072644608,06/12/2018 6:51,'social_media,'twitter,'status,'keyword,'nissan,'2966218656,'japanauto2,'Japan Auto Direct 2,'[VHS] Nissan R33 GT-R Best Motoring video special vol.32 BCNR33 Motoharu Kurosawa Nurburgring https://t.co/fh8tGw0AJr,0,'http://pbs.twimg.com/profile_images/553181501152436224/XHHRAfgN_normal.jpeg,[],'https://twitter.com/statuses/1070465724072644608,'@japanautodirect,,,,,[],24,0,0,0,,'Japan,,[],0,,,,'in,'ja,,,,,,,,,
'nissan,'1070519648192356353,06/12/2018 10:25,'social_media,'twitter,'status,'keyword,'nissan,'540625251,'PTJASAMARGA,'PT. JASAMARGA,'10.24 WIB #Tol_Japek Bekasi Timur - Tambun KM 20+600 PADAT  ada penanganan kecelakaan kendaraan Nissan terbalik di lajur cepat/kanan. Cibatu KM 37 - Cikarang Timur KM 38 PADAT,0, kepadatan volume lalin dan penyempitan lajur.,0,'http://pbs.twimg.com/profile_images/1991002692/logo_normal.png,[],'https://twitter.com/statuses/1070519648192356353,'Official Twitter Lalu Lintas Jasa Marga • Perintis penyelenggaraan jalan tol di Indonesia sejak 01 Maret 1978 • Call Center 14080 • Korporat @OFFICIAL_JSMR,,,,,[],275481,0,0,0,,'DKI Jakarta, Indonesia,,[],0,,,,'in,'id,,,,,,
